,Name,Race,Class_1,Subclass_1,Class_level_1,Class_2,Subclass_2,Class_level_2,Num_of_classes,Total_lvl,Alignment,Skills,Feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,Spellcaster,Num_of_spells
699,blissful_kirch,,Fighter,Battle Master,9,,,,1,9,CN,Athletics; Acrobatics; Animal Handling; Perception,Tough; Heavy Armor Master; Lucky,111,18,19,17,17,10,12,11,False,0
700,trusting_ganguly,Warforged,Paladin,OathBreaker,9,,,,1,9,,Athletics; Insight; Medicine; Intimidation; Persuasion,Great Weapon Master,135,17,18,14,20,16,12,20,True,6
701,suspicious_williamson,Tiefling,Warlock,The Undying,9,,,,1,9,,Arcana; History; Investigation; Religion; Deception; Persuasion,,69,16,10,14,14,15,12,15,True,20
702,frosty_swanson,Human,Druid,Circle of the Moon,9,,,,1,9,CG,Arcana; History; Nature; Animal Handling; Medicine,Resilient; Savage Attacker; War Caster,68,13,8,14,14,12,16,12,False,0
703,pensive_hermann,Gnome,Rogue,Inquisitive,9,,,,1,9,,Athletics; Stealth; Insight; Perception; Deception; Persuasion,,66,16,8,20,14,10,12,14,False,0
704,boring_bartik,Human,Wizard,School of Illusion,9,,,,1,9,,Arcana; History; Investigation; Religion; Insight; Perception,Spell Sniper,72,15,10,20,15,20,14,14,True,26
705,eloquent_archimedes,,Barbarian,Storm Herald,9,,,,1,9,,Athletics; Stealth; Perception; Deception,,111,19,20,16,16,12,10,9,False,0
706,frosty_mclaren,Half-Elf,Cleric,Life Domain,9,,,,1,9,,History; Nature; Religion; Animal Handling; Medicine; Survival,,75,16,17,9,12,14,20,18,True,10
707,competent_williamson,Dwarf,Fighter,Samurai,9,,,,1,9,,Athletics; Acrobatics; History; Insight; Perception; Persuasion,,105,18,20,12,18,10,14,8,False,0
708,vigilant_neumann,Goliath,Sorcerer,Storm Sorcery,9,,,,1,9,,Athletics; Arcana; Insight; Intimidation,,73,13,17,16,18,13,16,18,False,0
709,romantic_allen,Warforged,Barbarian,Path of the Storm Herald,9,,,,1,9,,Athletics; Nature; Animal Handling; Insight; Intimidation,,135,18,20,15,20,9,10,14,False,0
710,cranky_gates,Half-Elf,Rogue,Assassin,9,,,,1,9,,Acrobatics; Sleight of Hand; Stealth; Investigation; Insight; Survival; Deception; Persuasion,,63,15,11,18,13,13,11,17,False,0
711,dazzling_hoover,Dragonborn,Cleric,Life Domain,9,,,,1,9,LG,Religion; Insight; Medicine; Persuasion,Magic Initiate,66,16,12,11,12,12,20,10,True,92
712,practical_lederberg,Tabaxi,Monk,Way of the Open Hand,9,,,,1,9,,Athletics; Acrobatics; Stealth; Religion; Perception; Survival,,66,15,13,17,14,11,15,11,False,0
713,magical_hertz,Dragonborn,Fighter,Champion,9,,,,1,9,NG,Athletics; Animal Handling; Perception; Survival,Lucky,66,18,16,20,16,14,15,13,False,0
714,laughing_goldstine,Human,Bard,College of Whispers,9,,,,1,9,CN,History; Insight; Survival; Deception; Persuasion,,66,13,12,15,14,13,15,20,False,0
715,suspicious_noyce,Minotaur,Monk,Way of the Drunken Master,9,,,,1,9,,Acrobatics; Stealth; Insight; Perception; Intimidation; Performance,,66,16,10,19,15,8,15,10,False,0
716,happy_stonebraker,Human,Barbarian,Path of the Berserker,9,,,,1,9,,Athletics; Nature; Perception; Survival; Intimidation,Great Weapon Master,95,15,17,15,16,8,12,10,False,0
717,tender_cray,Triton,Barbarian,Path of the Totem Warrior,9,,,,1,9,,Athletics; Nature; Animal Handling; Survival,,118,16,16,12,20,8,12,10,False,0
718,vigilant_herschel,Dwarf,Fighter,Champion,9,,,,1,9,NN,Athletics; History; Survival; Intimidation,,63,20,16,13,19,10,15,12,False,0
719,wonderful_khayyam,Human,Monk,Way of the Sun Soul,9,,,,1,9,CG,Arcana; History; Religion; Insight,Lucky,66,15,11,16,14,12,15,13,False,0
720,thirsty_stonebraker,Human,Cleric,Life Domain,9,,,,1,9,CG,Arcana; History; Insight; Medicine,Lucky,66,18,14,12,14,11,18,12,True,10
721,determined_dubinsky,Triton,Paladin,Oath of Vengeance,9,,,,1,9,,Athletics; Insight; Intimidation; Persuasion,Inspiring Leader,94,17,9,17,14,10,12,15,True,6
722,zealous_tereshkova,Half-Orc,Barbarian,Path of the Berserker,9,,,,1,9,,Athletics; Insight; Perception; Survival; Intimidation,Savage Attacker,90,14,18,13,16,8,10,12,False,0
723,serene_lewin,Tiefling,Wizard,School of Evocation,9,,,,1,9,,Arcana; History; Investigation; Persuasion,,63,11,8,13,16,18,10,14,True,18
724,cool_meitner,Dragonborn,Bard,College of Valor,9,,,,1,9,,Athletics; Insight; Perception; Performance; Persuasion,,45,16,16,14,10,8,14,17,True,13
725,dazzling_agnesi,Halfling,Sorcerer,Wild Magic,9,,,,1,9,,Sleight of Hand; Insight; Deception; Persuasion,,54,12,8,14,14,10,13,20,True,15
726,mystifying_williamson,Dwarf,Paladin,Oath of Devotion,9,,,,1,9,,Athletics; Animal Handling; Insight; Survival,,72,18,18,12,15,10,9,16,True,7
727,reverent_zhukovsky,Elf,Ranger,Hunter,9,,,,1,9,,Athletics; Investigation; Nature; Animal Handling; Perception; Intimidation,,63,17,12,18,13,10,16,10,True,6
728,nostalgic_pasteur,Gnome,Monk,Way of Shadow,9,,,,1,9,,Athletics; Religion; Insight; Medicine,Sentinel; Observant,54,14,10,15,13,15,15,8,False,0
729,angry_davinci,Bugbear,Barbarian,Path of the Ancestral Guardian,9,,,,1,9,,Athletics; Stealth; Animal Handling; Perception; Survival,Great Weapon Master,95,16,20,16,17,11,13,11,False,0
730,nifty_easley,Turtle,Barbarian,Path of the Berserker,9,,,,1,9,,Athletics; Perception; Survival; Intimidation,Great Weapon Master,108,19,19,13,14,8,13,10,False,0
731,flamboyant_euler,Aarakocra,Ranger,Hunter,9,,,,1,9,,Stealth; Insight; Perception; Survival; Persuasion,Crossbow Expert,97,15,10,19,14,12,14,8,False,0
732,agitated_wu,Tabaxi,Rogue,Swashbuckler,9,,,,1,9,,Sleight of Hand; Stealth; Investigation; Insight; Perception; Deception; Intimidation; Persuasion,Inspiring Leader,78,15,8,19,14,10,13,13,False,0
733,frosty_hamilton,Genasi,Monk,Way of the Drunken Master,9,,,,1,9,,Acrobatics; Stealth; Insight; Perception; Performance,,92,16,12,19,16,10,14,8,False,0
734,optimistic_gagarin,Human,Bard,College of Valor,9,,,,1,9,,Insight; Deception; Intimidation; Performance; Persuasion,Alert; War Caster,69,14,8,16,13,12,10,17,False,0
735,determined_brown,Lizardfolk,Fighter,Battle Master,9,,,,1,9,,Acrobatics; Insight; Perception; Survival; Intimidation; Persuasion,Martial Adept,107,15,8,19,16,10,14,12,False,0
736,elated_shockley,Half-Elf,Rogue,Arcane Trickster,9,,,,1,9,,Acrobatics; Sleight of Hand; Stealth; Investigation; Perception; Deception; Performance; Persuasion,,48,16,10,20,10,14,10,16,True,9
737,fervent_cocks,Half-Orc,Fighter,Eldritch Knight,9,,,,1,9,,Athletics; Arcana; Perception; Survival; Intimidation,Great Weapon Master; War Caster,76,19,19,12,14,14,10,8,True,8
738,upbeat_borg,Human,Fighter,Battle Master,9,,,,1,9,NG,Athletics; Acrobatics; Perception; Persuasion,Lucky; Magic Initiate,79,19,20,14,14,8,10,12,True,3
739,recursing_lamarr,Elf,Druid,Circle of the Shepherd,9,,,,1,9,,History; Religion; Insight; Perception; Survival,Linguist; War Caster,68,14,7,12,12,17,20,16,False,0
740,cool_mayer,Dwarf,Bard,College of Valor,9,,,,1,9,,Acrobatics; Sleight of Hand; Arcana; Deception; Performance,War Caster; Mobile,93,19,14,14,16,10,13,16,False,0
741,affectionate_clarke,Half-Orc,Barbarian,Path of the Totem Warrior,9,,,,1,9,,Athletics; Animal Handling; Perception; Survival; Intimidation,Great Weapon Master; Grappler,111,16,20,16,16,9,13,13,False,0
742,suspicious_herschel,Elf,Revised Ranger,Hunter Conclave,9,,,,1,9,,Stealth; Nature; Animal Handling; Insight; Perception; Survival,Elven Accuracy; Sharpshooter,76,16,8,18,14,10,14,12,False,0
743,heuristic_shockley,Aasimar,Warlock,The Fiend,9,,,,1,9,,Sleight of Hand; Arcana; Deception; Intimidation,,72,14,9,16,10,12,13,20,True,26
744,stoic_driscoll,Genasi,Wizard,School of Enchantment,9,,,,1,9,NN,Arcana; History; Medicine; Persuasion,,56,10,7,11,15,20,8,16,False,0
745,jovial_cannon,Dragonborn,Paladin,OathBreaker,9,,,,1,9,LE,Athletics; History; Intimidation; Persuasion,Tough,83,16,18,6,13,8,14,15,True,7
746,lucid_leakey,Dwarf,Barbarian,Path of the Battlerager,9,,,,1,9,CG,Athletics; Perception; Survival; Intimidation,Tavern Brawler; Grappler,106,19,22,13,16,8,13,13,False,0
747,hopeful_yalow,Human,Paladin,Oath of Devotion,9,,,,1,9,,Athletics; Sleight of Hand; Insight; Intimidation; Persuasion,Lucky,88,18,20,14,14,12,7,18,True,6
748,condescending_wiles,Human,Rogue,Arcane Trickster,9,,,,1,9,,Acrobatics; Sleight of Hand; Stealth; Insight; Perception; Deception; Performance,Lucky; Mobile; Alert,83,14,8,18,16,16,10,14,False,0
749,keen_bardeen,Human,Monk,Way of Shadow,9,,,,1,9,,Acrobatics; Stealth; Insight; Perception,,91,19,13,20,16,18,18,18,False,0
750,elastic_thompson,Half-Orc,Fighter,Champion,9,,,,1,9,,Athletics; Insight; Survival; Intimidation,Polearm Master; Shield Master,100,19,20,12,16,12,14,14,False,0
751,sweet_napier,Dragonborn,Sorcerer,Draconic Bloodline,9,,,,1,9,,Athletics; Arcana; Religion; Intimidation,,73,13,14,9,17,14,10,20,False,0
752,amazing_beaver,Gnome,Wizard,School of Evocation,9,,,,1,9,,Athletics; Arcana; History; Intimidation,,67,13,9,16,16,20,17,17,False,0
753,clever_hodgkin,,Fighter,Battle Master,9,,,,1,9,,Acrobatics; Investigation; Insight; Perception; Intimidation; Persuasion,Crossbow Expert; Sharpshooter,77,16,8,18,15,12,14,10,False,0
754,determined_swanson,Elf,Ranger,Beast Master,9,,,,1,9,,History; Investigation; Animal Handling; Perception; Survival; Persuasion,Mobile,67,15,10,20,13,12,16,8,False,0
755,elastic_bassi,Elf,Monk,Way of Shadow,9,,,,1,9,,Acrobatics; Sleight of Hand; Stealth; Investigation; Religion; Insight; Medicine; Perception,Skilled,86,19,13,20,16,14,18,10,True,6
756,charming_bartik,Lizardfolk,Druid,Circle of the Moon,9,,,,1,9,,Sleight of Hand; Stealth; Nature; Insight; Perception; Survival,,72,17,8,18,16,12,16,8,False,0
757,eager_mclean,Simic hybrid,Barbarian,Path of the Berserker,9,,,,1,9,,Athletics; Nature; Animal Handling; Survival,Great Weapon Master,95,15,21,9,20,7,13,13,False,0
758,nervous_goldberg,Triton,Barbarian,Path of the Storm Herald,9,,,,1,9,,Athletics; History; Perception; Persuasion,Sentinel,81,18,18,12,14,12,10,12,True,3
759,festive_hofstadter,Tabaxi,Rogue,Swashbuckler,9,,,,1,9,CN,Athletics; Acrobatics; Sleight of Hand; Stealth; Perception; Deception; Persuasion,,66,14,10,18,15,10,12,18,False,0
760,pensive_euler,Tiefling,Druid,Revised Circle of the Shepherd,9,,,,1,9,NG,Nature; Animal Handling; Perception; Survival,Observant; War Caster,66,13,12,8,14,10,20,17,True,16
761,optimistic_swirles,Tiefling,Ranger,Beast Master,9,,,,1,9,CG,Athletics; Stealth; Animal Handling; Perception; Survival,Lucky; Sharpshooter,76,16,8,16,14,10,14,13,False,0
762,eager_meninsky,Human,Fighter,Eldritch Knight,9,,,,1,9,,Athletics; Perception; Survival; Intimidation,Great Weapon Master; Sentinel,85,16,20,11,16,10,13,12,False,0
763,serene_wright,Half-Orc,Rogue,Assassin,9,,,,1,9,CG,Athletics; Stealth; History; Perception; Deception; Intimidation; Persuasion,,45,13,16,15,11,14,10,13,False,0
764,brave_lalande,Tiefling,Druid,Circle of the Land,9,,,,1,9,,Nature; Animal Handling; Perception; Survival,Observant; War Caster,60,13,12,8,14,10,18,15,True,11
765,practical_williams,Goblin,Barbarian,Path of the Berserker,9,,,,1,9,,Athletics; Nature; Survival; Intimidation,,90,17,18,18,16,8,8,8,False,0
766,peaceful_bhaskara,Elf,Ranger,Hunter,9,,,,1,9,NN,Athletics; Stealth; Nature; Animal Handling; Perception; Survival,Wood Elf Magic,39,17,12,18,12,12,14,10,True,10
767,goofy_haibt,Triton,Cleric,Trickery Domain,9,,,,1,9,,History; Religion; Insight; Persuasion,,63,18,10,15,14,8,19,12,True,10
768,hopeful_sanderson,Triton,Sorcerer,Sea,9,,,,1,9,,Arcana; Religion; Insight; Deception,,63,12,9,15,16,8,8,20,False,0
769,affectionate_murdock,Triton,Rogue,Arcane Trickster,9,,,,1,9,,Acrobatics; Stealth; Religion; Insight; Perception; Deception,,72,15,9,19,16,14,9,10,False,0
770,admiring_ishizaka,Minotaur,Paladin,Oath of Devotion,9,,,,1,9,,Athletics; Insight; Survival; Intimidation; Persuasion,Sentinel,115,18,20,12,18,10,14,20,True,6
771,vigilant_shirley,Triton,Barbarian,Path of the Storm Herald,9,,,,1,9,,Athletics; History; Perception; Persuasion,Sentinel,81,17,18,12,14,12,10,12,True,3
772,agitated_hoover,Human,Fighter,Champion,9,,,,1,9,NG,Acrobatics; Stealth; Insight; Perception; Survival,Defensive Duelist,85,18,12,20,16,10,12,9,False,0
773,romantic_mayer,Gnome,Warlock,The Great Old One,9,,,,1,9,LN,Arcana; History; Insight; Persuasion,Fade Away,75,14,10,15,16,10,10,16,True,13
774,naughty_margulis,Aasimar,Rogue,Scout,9,,,,1,9,,Acrobatics; Sleight of Hand; Stealth; Nature; Insight; Survival; Deception,,57,15,10,18,12,8,14,17,False,0
775,awesome_agnesi,Human,Bard,College of Lore,9,,,,1,9,CG,Stealth; Arcana; History; Investigation; Perception; Deception; Intimidation; Performance; Persuasion,Resilient; Inspiring Leader,73,16,12,14,14,14,12,20,True,25
776,friendly_turing,Half-Elf,Bard,College of Glamour,9,,,,1,9,,Stealth; Arcana; Insight; Performance; Persuasion,,81,14,11,16,15,14,15,20,False,0
777,naughty_boyd,Goblin,Fighter,Eldritch Knight,9,,,,1,9,,Athletics; Acrobatics; Sleight of Hand; Stealth,Lucky; Defensive Duelist,73,18,10,20,10,16,8,8,True,8
778,modest_lumiere,Human,Wizard,School of Evocation,9,,,,1,9,,Stealth; Arcana; Insight; Deception,Spell Sniper; War Caster,38,17,13,17,11,18,10,14,True,18
779,dazzling_noether,Human,Monk,Way of Shadow,9,,,,1,9,,Athletics; Acrobatics; Stealth; Deception,Alert; Martial Adept,57,16,16,16,13,14,16,11,False,0
780,zen_matsumoto,Aasimar,Paladin,Oath of Conquest,9,,,,1,9,,History; Religion; Intimidation; Persuasion,Sentinel,76,21,15,8,14,8,8,20,True,6
781,reverent_cray,Kenku,Druid,Circle of the Shepherd,9,,,,1,9,,Sleight of Hand; Stealth; Nature; Animal Handling; Deception,War Caster,66,15,8,14,14,9,20,8,False,0
782,zealous_hypatia,Genasi,Paladin,Oath of Ancients,9,,,,1,9,,Athletics; Religion; Insight; Persuasion,,110,17,15,14,16,10,14,13,True,6
783,hopeful_wescoff,Tiefling,Sorcerer,Revised Favored Soul,9,,,,1,9,NG,Arcana; History; Deception; Persuasion,Ritual Caster,47,10,8,10,12,16,13,18,True,18
784,gifted_germain,Half-Orc,Barbarian,Path of the Totem Warrior,9,,,,1,9,,Athletics; Nature; Perception; Survival; Intimidation,Tavern Brawler; Orcish Fury,95,15,20,15,17,10,12,17,False,0
785,modest_hawking,Half-Elf,Sorcerer,Shadow Magic,9,,,,1,9,,Athletics; Arcana; History; Religion; Perception; Persuasion,Spell Sniper,65,10,8,10,16,12,14,18,True,17
786,quizzical_borg,Orc,Cleric,Death Domain,9,,,,1,9,,Religion; Animal Handling; Survival; Intimidation; Persuasion,,66,16,16,10,14,10,18,9,True,27
787,epic_mendel,Halfling,Rogue,Thief,9,,,,1,9,,Sleight of Hand; Stealth; Insight; Perception; Deception; Persuasion,Lucky,75,14,10,16,16,8,10,16,False,0
788,mystifying_carson,Turtle,Fighter,Samurai,9,,,,1,9,,Athletics; Acrobatics; Perception; Survival; Intimidation,Defensive Duelist; Great Weapon Master,85,16,18,13,16,8,11,10,False,0
789,blissful_murdock,Halfling,Rogue,Thief,9,,,,1,9,,Acrobatics; Sleight of Hand; Stealth; Insight; Deception; Persuasion,,75,14,10,16,16,8,10,18,False,0
790,serene_black,Elf,Fighter,Arcane Archer,9,,,,1,9,,Athletics; Acrobatics; Nature; Insight; Perception; Survival,Sharpshooter; Elven Accuracy,85,16,8,18,16,10,13,13,False,0
791,vigilant_villani,Elf,Druid,Circle of the Shepherd,9,,,,1,9,LG,Arcana; Animal Handling; Medicine; Perception; Survival,Linguist; Elven Accuracy,60,13,12,11,16,17,20,12,True,18
792,awesome_kapitsa,Half-Elf,Warlock,The Hexblade,9,,,,1,9,,Arcana; Insight; Perception; Deception; Intimidation; Persuasion,Elven Accuracy; Polearm Master,75,13,8,14,16,8,12,18,False,0
793,magical_blackwell,Dwarf,Fighter,Battle Master,9,,,,1,9,,Athletics; Acrobatics; Perception; Intimidation,,101,18,18,10,20,10,10,14,False,0
794,adoring_euler,Halfling,Ranger,Hunter,9,,,,1,9,,Athletics; Stealth; Insight; Perception; Survival,,95,15,13,19,15,12,10,10,False,0
795,focused_mahavira,Human,Fighter,Champion,9,,,,1,9,,Athletics; Perception; Survival; Intimidation,Tough; Heavy Armor Master,103,20,19,15,16,15,10,14,False,0
796,mystifying_hertz,Genasi,Paladin,Oath of Devotion,9,,,,1,9,LN,Arcana; Religion; Medicine; Persuasion,Sentinel; Mounted Combatant,121,21,13,13,18,12,11,16,True,6
797,inspiring_cori,Half-Orc,Barbarian,Path of the Berserker,9,,,,1,9,LN,Athletics; Nature; Perception; Survival; Intimidation,Great Weapon Master,130,16,20,15,18,12,12,14,False,0
798,romantic_villani,Half-Orc,Barbarian,Path of the Berserker,9,,,,1,9,LN,Athletics; Nature; Perception; Survival; Intimidation,Great Weapon Master,130,16,20,15,18,12,12,14,False,0
799,priceless_wiles,Half-Elf,Wizard,War Magic,9,,,,1,9,,Stealth; Arcana; Investigation; Perception; Deception,Resilient,61,12,8,14,14,18,12,12,False,0
800,epic_brahmagupta,Minotaur,Fighter,Battle Master,8,,,,1,8,,Athletics; History; Insight; Survival; Persuasion,,72,19,16,12,13,14,13,14,False,0
801,loving_goodall,,Cleric,Peace Domain,8,,,,1,8,,History; Insight; Medicine; Performance; Persuasion,War Caster,59,18,10,12,14,10,18,14,True,8
802,jolly_torvalds,,Bard,College of Glamour,8,,,,1,8,,Acrobatics; Sleight of Hand; Deception; Performance; Persuasion,Actor; Lucky,64,12,9,15,14,13,13,19,False,0
803,youthful_gould,Dwarf,Cleric,Life Domain,8,,,,1,8,,Religion; Insight; Medicine; Persuasion,Healer; Dwarven Fortitude,91,12,9,9,19,12,19,14,True,8
804,hopeful_kapitsa,Elf,Rogue,Thief,8,,,,1,8,,Athletics; Sleight of Hand; Stealth; Investigation; Perception; Deception; Persuasion,Athlete; Elven Accuracy,57,15,8,21,12,8,11,16,False,0
805,gracious_chatterjee,Dragonborn,Wizard,School of Conjuration,8,,,,1,8,,Arcana; History; Insight; Perception,Linguist; Keen Mind,43,11,9,12,12,19,14,13,False,0
806,festive_shannon,Tiefling,Artificer,Alchemist,8,,,,1,8,,Athletics; Medicine; Perception; Deception,Infernal Constitution; Keen Mind,65,10,8,10,19,16,12,15,True,4
807,boring_jang,Half-Orc,Barbarian,Path of the Totem Warrior,8,,,,1,8,,Religion; Animal Handling; Medicine; Survival; Intimidation,Tavern Brawler; Athlete,89,14,20,14,14,7,10,13,False,0
808,boring_banach,Halfling,Barbarian,Path of the Berserker,8,,,,1,8,,Athletics; Animal Handling; Survival; Intimidation,,69,14,18,16,12,11,11,12,False,0
809,gallant_noyce,Halfling,Bard,College of Creation,8,,,,1,8,,Acrobatics; Stealth; Deception; Performance; Persuasion,,74,15,13,18,14,12,12,18,False,0
810,dreamy_franklin,Halfling,Artificer,Battle Smith,8,,,,1,8,NG,Sleight of Hand; Investigation; Nature; Deception,Sharpshooter; Skilled,63,16,8,16,14,16,10,10,True,11
811,frosty_cray,Orc,Bard,College of Valor,8,,,,1,8,,Athletics; History; Perception; Survival; Intimidation; Persuasion,,67,16,14,10,16,8,10,20,False,0
812,focused_mendeleev,Orc,Druid,Circle of the Shepherd,8,,,,1,8,,Athletics; Nature; Animal Handling; Perception; Survival,,67,18,10,14,16,8,20,10,False,0
813,crazy_saha,Orc,Ranger,Gloom Stalker,8,,,,1,8,,Athletics; Stealth; Animal Handling; Perception; Survival,,76,16,10,20,16,8,14,10,True,4
814,naughty_bose,Orc,Cleric,Life Domain,8,,,,1,8,NG,Athletics; Religion; Medicine; Survival; Intimidation,,67,18,14,10,16,8,20,10,True,11
815,trusting_visvesvaraya,Tabaxi,Fighter,Battle Master,8,,,,1,8,,Athletics; Acrobatics; Stealth; Insight; Perception,Defensive Duelist,76,20,19,20,16,10,8,13,False,0
816,zealous_nightingale,Half-Elf,Artificer,Artillerist,8,,,,1,8,NG,Arcana; History; Investigation; Nature,Linguist; Observant,59,15,10,16,15,20,12,10,True,21
817,infallible_bhabha,Half-Orc,Artificer,Artillerist,8,,,,1,8,,Arcana; History; Insight; Medicine; Intimidation,Spell Sniper,59,14,16,10,14,16,12,10,True,4
818,upbeat_cray,Tabaxi,Rogue,Scout,8,,,,1,8,CG,Athletics; Acrobatics; Sleight of Hand; Stealth; Nature; Insight; Perception; Survival; Deception,,51,22,10,20,12,10,10,14,False,0
819,vibrant_mendel,Half-Elf,Bard,College of Eloquence,8,,,,1,8,NG,Acrobatics; Investigation; Deception; Intimidation; Performance; Persuasion,,63,14,9,17,12,11,11,19,True,6
820,sweet_shaw,Human,Bard,College of Glamour,8,,,,1,8,,History; Nature; Animal Handling; Performance; Persuasion,Lucky,59,11,10,11,14,14,14,18,False,0
821,distracted_roentgen,Half-Elf,Ranger,Beast Master,8,,,,1,8,CG,Athletics; Acrobatics; Stealth; Animal Handling; Insight; Perception; Survival,,91,16,8,20,16,8,15,10,True,8
822,epic_moore,,Cleric,Light Domain,8,,,,1,8,NG,History; Religion; Insight; Medicine; Perception,Ritual Caster; War Caster,75,13,14,12,18,16,18,10,True,25
823,sharp_wright,,Cleric,Light Domain,8,,,,1,8,NG,History; Religion; Insight; Medicine; Perception,Ritual Caster; War Caster,75,18,14,12,18,16,18,10,True,25
824,pensive_tharp,,Ranger,Horizon Walker,8,,,,1,8,NG,Athletics; Nature; Animal Handling; Perception; Survival,,79,16,12,19,14,10,15,10,True,6
825,musing_minsky,Human,Cleric,Knowledge Domain,8,,,,1,8,,Arcana; History; Nature; Religion; Insight; Persuasion,,68,18,12,16,14,13,20,17,True,8
826,compassionate_rhodes,Gith,Cleric,Trickery Domain,8,,,,1,8,,Athletics; Stealth; Insight; Medicine; Deception,War Caster,96,16,14,16,18,15,20,16,True,8
827,pensive_bartik,Tiefling,Sorcerer,Aberrant Mind,8,,,,1,8,,Sleight of Hand; Stealth; Investigation; Perception; Deception; Persuasion,Gunner; Shadow Touched,56,17,9,18,11,10,14,19,True,9
828,eager_wing,Human,Sorcerer,Aberrant Mind,8,,,,1,8,,Sleight of Hand; Stealth; Perception; Deception; Persuasion,Gunner; Shadow Touched,55,17,9,18,11,10,14,18,True,9
829,eloquent_turing,Genasi,Monk,Way of the Drunken Master,8,,,,1,8,,Acrobatics; Stealth; Insight; Perception; Performance,,85,17,8,16,16,10,18,10,False,0
830,kind_tu,Human,Fighter,Cavalier,8,,,,1,8,,Athletics; Acrobatics; Animal Handling; Insight; Perception; Performance,Mounted Combatant; Piercer; Charger; Eldritch Adept,77,20,20,10,18,10,14,13,False,0
831,relaxed_poitras,Kobold,Fighter,Echo Knight,8,,,,1,8,,Acrobatics; Survival; Deception; Performance,Defensive Duelist; Sentinel; Eldritch Adept,73,16,8,20,16,12,12,14,False,0
832,blissful_grothendieck,Half-Orc,Cleric,Arcana Domain,8,,,,1,8,,Arcana; Religion; Insight; Medicine; Intimidation; Persuasion,Great Weapon Master,67,14,18,14,16,11,19,15,True,15
833,inspiring_elbakyan,Dwarf,Cleric,Grave Domain,8,,,,1,8,LN,Stealth; Religion; Insight; Deception,,67,18,12,14,14,8,18,13,False,0
834,xenodochial_gates,Yaun-Ti,Warlock,The Celestial,8,,,,1,8,,Stealth; Investigation; Deception; Intimidation,Resilient,80,12,8,13,16,11,12,18,True,2
835,affectionate_brattain,Half-Elf,Warlock,The Archfey,8,,,,1,8,,History; Investigation; Nature; Religion; Deception; Persuasion,,80,14,8,16,16,12,10,18,True,17
836,stoic_allen,Tiefling,Sorcerer,Draconic Bloodline,8,,,,1,8,,Arcana; Insight; Survival; Persuasion,,71,14,10,12,16,14,11,18,False,0
837,angry_burnell,Human,Rogue,Assassin,8,,,,1,8,,Acrobatics; Sleight of Hand; Stealth; Investigation; Insight; Perception; Deception,Alert,59,16,11,20,14,14,12,7,False,0
838,happy_visvesvaraya,Satyr,Druid,Circle of the Moon,8,,,,1,8,,Nature; Religion; Medicine; Survival; Performance; Persuasion,,67,16,12,16,17,17,18,14,False,0
839,elated_chatterjee,Dwarf,Sorcerer,Storm Sorcery,8,,,,1,8,,Arcana; Animal Handling; Survival; Intimidation,,56,13,18,16,12,12,17,20,False,0
840,cocky_rubin,Human,Rogue,Swashbuckler,8,,,,1,8,,Athletics; Acrobatics; Sleight of Hand; Stealth; Perception,Defensive Duelist,52,15,12,17,13,16,11,11,False,0
841,suspicious_elion,Half-Orc,Fighter,Battle Master,8,,,,1,8,,Athletics; Acrobatics; Perception; Intimidation; Persuasion,,88,16,20,16,18,6,11,7,False,0
842,affectionate_lalande,Goblin,Bard,College of Glamour,8,,,,1,8,,Athletics; Acrobatics; Stealth; Survival; Performance,War Caster; Alert,72,16,12,20,13,12,17,18,False,0
843,crazy_easley,Dwarf,Wizard,Theurgy Wizard,8,,,,1,8,LN,Arcana; Investigation; Religion; Insight,War Caster,69,15,11,18,15,20,14,14,True,17
844,sharp_pasteur,Kobold,Barbarian,Path of the Totem Warrior,8,,,,1,8,,Acrobatics; Sleight of Hand; Stealth; Animal Handling; Intimidation,,82,14,18,14,15,8,13,11,False,0
845,priceless_margulis,Half-Elf,Sorcerer,Wild Magic,8,,,,1,8,CE,Arcana; History; Religion; Insight; Deception; Persuasion,,26,10,8,8,8,19,17,17,False,0
846,elated_maxwell,Elf,Warlock,The Great Old One,8,,,,1,8,NE,Arcana; History; Investigation; Perception; Deception; Intimidation; Persuasion,Elven Accuracy,88,14,10,16,16,15,13,20,True,23
847,jovial_faraday,Half-Elf,Rogue,Assassin,8,,,,1,8,,Athletics; Sleight of Hand; Stealth; Perception; Deception; Intimidation,,51,14,17,16,13,12,10,12,False,0
848,cranky_leavitt,Kenku,Rogue,Thief,8,,,,1,8,,Sleight of Hand; Stealth; Religion; Insight; Perception; Deception,,35,15,16,19,8,12,11,14,False,0
849,gracious_mendeleev,Elf,Paladin,Oath of the Crown,8,,,,1,8,,Athletics; Religion; Insight; Perception; Persuasion,Keen Mind; Shield Master,92,18,15,14,11,14,14,14,True,4
850,sleepy_feistel,Elf,Ranger,Gloom Stalker,8,,,,1,8,,Sleight of Hand; Stealth; Nature; Insight; Perception; Survival,Crossbow Expert; Sharpshooter,76,13,8,16,14,10,16,10,True,7
851,stupefied_hypatia,Aasimar,Barbarian,Path of the Zealot,8,,,,1,8,,Athletics; Insight; Perception; Survival,Alert; Dual Wielder,120,20,21,12,16,13,15,17,False,0
852,musing_meninsky,Half-Elf,Warlock,The Hexblade,8,,,,1,8,,Arcana; Investigation; Perception; Survival; Deception; Persuasion,Elven Accuracy; War Caster,96,13,10,14,18,11,13,20,False,0
